razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-0716;Sim;Sim;Não;2022-06-28;2023-01-05;2019;Executivo/Leito;12|52;66
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-0796;Sim;Sim;Não;2022-07-13;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-0886;Sim;Sim;Não;2022-09-27;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-0976;Sim;Não;Não;2023-01-21;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-1016;Sim;Sim;Não;2022-06-23;2023-01-05;2019;Executivo/Leito;12|52;66
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-1106;Sim;Sim;Não;2022-06-28;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-1316;Sim;Sim;Não;2022-07-19;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-1336;Sim;Sim;Não;2022-07-02;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-1496;Sim;Sim;Não;2022-06-30;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-1716;Sim;Sim;Não;2023-01-24;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-1996;Sim;Sim;Não;2022-07-28;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-6015;Sim;Sim;Não;2022-08-06;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-6175;Sim;Sim;Não;2022-08-24;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-6295;Sim;Sim;Não;2022-10-01;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIH-2D88;Sim;Sim;Não;2022-11-04;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIH-3B98;Sim;Sim;Não;2022-11-04;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIH-4C28;Sim;Sim;Não;2022-11-04;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIH-6I78;Sim;Sim;Não;2022-10-29;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RII-1A60;Sim;Sim;Não;2022-12-07;2022-02-04;2019;Executivo;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RII-2C50;Sim;Sim;Não;2022-12-07;2022-02-04;2019;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RII-3F90;Sim;Sim;Não;2022-12-07;2022-02-04;2019;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RII-4E30;Sim;Sim;Não;2022-12-07;2022-02-04;2019;Executivo;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RII-5D69;Sim;Sim;Não;2022-11-11;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RII-5F49;Sim;Sim;Não;2022-11-11;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIK-1C78;Sim;Sim;Não;2022-10-29;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIK-4B58;Sim;Sim;Não;2022-10-29;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIK-7B58;Sim;Sim;Não;2022-10-29;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIK-8E60;Sim;Sim;Não;2022-12-03;2022-02-04;2020;Executivo;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIK-8E98;Sim;Sim;Não;2022-10-29;2022-02-04;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;RIK-9A20;Sim;Sim;Não;2022-12-03;2022-02-04;2020;Executivo;45;45
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;BZF-1A31;Sim;Não;Não;2022-08-11;2022-10-30;2020;Executivo;66;66
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;CUD-8544;Sim;Sim;Não;2022-02-25;2022-10-30;2009;Convencional;25;25
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;CUD-8545;Sim;Sim;Não;2022-03-03;2022-10-30;2009;Convencional;25;25
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;DAT-8027;Sim;Sim;Não;2022-04-15;2022-10-30;2019;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;DFV-5147;Sim;Sim;Não;2022-04-06;2022-10-30;2019;Executivo;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;DHT-6411;Sim;Sim;Não;2022-04-16;2022-10-30;2019;Executivo;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;DJE-9503;Sim;Não;Não;2022-04-14;2022-10-30;2019;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;DMN-0535;Sim;Não;Não;2022-04-22;2022-10-30;2019;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;DRP-4E39;Sim;Não;Não;2022-07-21;2022-10-30;2020;Executivo;66;66
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;DYM-1133;Sim;Não;Não;2022-04-15;2022-10-30;2019;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;EJW-1D15;Sim;Não;Não;2022-07-23;2022-10-30;2020;Executivo;54;54
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;EJX-9136;Sim;Sim;Não;2022-03-26;2022-10-30;2019;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;EKY-7A71;Sim;Não;Não;2022-07-05;2022-10-30;2020;Executivo;54;54
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;EUB-1G32;Sim;Não;Não;2022-06-29;2022-10-30;2020;Executivo;54;54
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;EUI-2692;Sim;Sim;Não;2022-11-09;2022-10-30;2019;Convencional;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FBV-9626;Sim;Sim;Não;2022-04-05;2022-10-30;2015;Executivo;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FCO-3619;Sim;Não;Não;2023-01-14;2022-10-30;2016;Convencional;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FCW-3214;Sim;Sim;Não;2022-03-24;2022-10-30;2019;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FEB-9278;Sim;Não;Não;2022-12-03;2022-10-30;2016;Convencional;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FEW-0103;Sim;Não;Não;2022-07-16;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FFI-1347;Sim;Não;Não;2022-05-18;2022-10-30;2013;Executivo;36;36
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FFI-1882;Sim;Sim;Não;2022-02-22;2022-08-30;2013;Executivo;26;26
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FFI-1883;Sim;Sim;Não;2022-03-02;2022-10-30;2013;Executivo;26;26
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FGX-5331;Sim;Não;Não;2022-09-28;2022-10-30;2017;Convencional;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FHH-3H21;Sim;Não;Não;2022-12-06;2022-10-30;2021;Convencional;66;66
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FIL-4207;Sim;Sim;Não;2022-08-20;2022-10-30;2017;Convencional;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FJZ-5615;Sim;Sim;Não;2022-02-23;2022-10-30;2015;Executivo;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FMU-8632;Sim;Não;Não;2022-07-08;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FMZ-2A12;Sim;Não;Não;2022-06-29;2022-10-30;2020;Executivo;54;54
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FPS-5031;Sim;Sim;Não;2023-01-13;2022-10-30;2018;Leito;29;29
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FTA-7632;Sim;Não;Não;2022-09-27;2022-10-30;2017;Convencional;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FTE-8275;Sim;Não;Não;2022-06-07;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FVW-2125;Sim;Não;Não;2022-07-28;2022-10-30;2016;Executivo;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FWG-6992;Sim;Sim;Não;2022-09-22;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FWX-1235;Sim;Sim;Não;2022-08-20;2022-10-30;2017;Convencional;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FYM-4171;Sim;Não;Não;2022-07-14;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FYN-0D63;Sim;Não;Não;2022-07-02;2022-10-30;2020;Executivo;54;54
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;FYU-3A52;Sim;Sim;Não;2022-12-03;2022-10-30;2021;Convencional;62;62
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GAL-2893;Sim;Sim;Não;2022-08-04;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GAN-3144;Sim;Sim;Não;2022-07-22;2022-10-30;2018;Executivo;29;29
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GAZ-9014;Sim;Sim;Não;2022-06-04;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GBN-0874;Sim;Não;Não;2022-09-28;2022-10-30;2017;Convencional;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GBP-0467;Sim;Sim;Não;2022-03-29;2022-10-30;2019;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GBS-0634;Sim;Não;Não;2023-01-12;2022-10-30;2016;Executivo;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GBZ-8403;Sim;Não;Não;2022-06-28;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GCF-9493;Sim;Não;Não;2022-12-17;2022-10-30;2016;Convencional;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GDU-7371;Sim;Não;Não;2022-07-15;2022-10-30;2016;Executivo;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GEG-4835;Sim;Não;Não;2022-08-03;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GER-6737;Sim;Não;Não;2022-12-14;2022-10-30;2016;Convencional;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GEW-0H21;Sim;Não;Não;2022-07-05;2022-10-30;2020;Executivo;54;54
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GFA-0396;Sim;Sim;Não;2022-08-04;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GGU-5281;Sim;Não;Não;2022-06-04;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GHC-5790;Sim;Não;Não;2022-02-15;2022-10-30;2016;Executivo;42;42
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GHZ-7677;Sim;Não;Não;2022-06-08;2022-10-30;2018;Executivo;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GJE-5805;Sim;Sim;Não;2022-08-20;2022-10-30;2017;Convencional;43;43
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GJX-1H57;Sim;Não;Não;2022-07-06;2022-10-30;2020;Executivo;54;54
EXPRESSO ITAMARATI S.A.;59.965.038/0001-41;GKF-4208;Sim;Sim;Não;2022-04-19;2022-10-30;2019;Executivo;43;43
EXPRESSO ITAMARATY TRANSPORTE E TURISMO LTDA;35.168.618/0001-40;AQE-7G59;Sim;Não;Não;2022-08-21;2022-09-08;2008;Executivo;46;46
EXPRESSO ITAMARATY TRANSPORTE E TURISMO LTDA;35.168.618/0001-40;ONK-1493;Sim;Sim;Não;2022-06-07;2022-11-04;2013;Executivo;30;30
EXPRESSO JK TRANSPORTES LTDA;27.445.957/0001-06;JKD-4C58;Não;Sim;Não;2022-04-09;2022-03-23;2011;Executivo;16;16
EXPRESSO JK TRANSPORTES LTDA;27.445.957/0001-06;PAT-1724;Sim;Sim;Não;2022-10-11;2022-03-04;2016;Leito;45;45
EXPRESSO JK TRANSPORTES LTDA;27.445.957/0001-06;QPQ-6I76;Sim;Sim;Não;2022-02-09;2022-12-21;2018;Leito;45;45
EXPRESSO JK TRANSPORTES LTDA;27.445.957/0001-06;REF-5E24;Sim;Sim;Não;2022-06-08;2022-12-21;2019;Leito;45;45
EXPRESSO JK TRANSPORTES LTDA;27.445.957/0001-06;REF-5E26;Sim;Sim;Não;2022-05-27;2022-12-21;2019;Leito;45;45
EXPRESSO JK TRANSPORTES LTDA;27.445.957/0001-06;REM-8E33;Sim;Sim;Não;2022-03-29;2022-12-21;2020;Leito;49;49
EXPRESSO JOIA TRANSPORTE DE PASSAGEIROS - EIRELI;04.680.853/0001-72;AXQ-3671;Sim;Não;Não;2022-02-24;2022-02-10;2012;Executivo;43;43
EXPRESSO JOIA TRANSPORTE DE PASSAGEIROS - EIRELI;04.680.853/0001-72;BAC-4J86;Sim;Não;Não;2022-06-23;2022-02-10;2015;Executivo;44;44
EXPRESSO JOIA TRANSPORTE DE PASSAGEIROS - EIRELI;04.680.853/0001-72;BAC-4J87;Sim;Não;Não;2022-06-18;2022-02-10;2015;Executivo;44;44
EXPRESSO JOIA TRANSPORTE DE PASSAGEIROS - EIRELI;04.680.853/0001-72;EFO-2F83;Sim;Não;Não;2022-05-12;2022-02-10;2009;Executivo;47;47
EXPRESSO JOIA TRANSPORTE DE PASSAGEIROS - EIRELI;04.680.853/0001-72;OIJ-7953;Sim;Não;Não;2022-10-27;2022-02-10;2011;Executivo;46;46
EXPRESSO JOIA TRANSPORTE DE PASSAGEIROS - EIRELI;04.680.853/0001-72;OIJ-8483;Sim;Não;Não;2022-10-20;2022-02-10;2011;Executivo;46;46
EXPRESSO JOIA TRANSPORTE DE PASSAGEIROS - EIRELI;04.680.853/0001-72;OIP-8023;Sim;Não;Não;2022-10-27;2022-02-10;2011;Executivo;46;46
EXPRESSO JOIA TRANSPORTE DE PASSAGEIROS - EIRELI;04.680.853/0001-72;OIP-8453;Sim;Não;Não;2022-10-21;2022-02-10;2011;Executivo;46;46
EXPRESSO MAIA LTDA.;01.526.219/0001-91;OGW-0673;Sim;Sim;Não;2022-02-24;2022-07-20;2011;Executivo;42;42
EXPRESSO MAIA LTDA.;01.526.219/0001-91;OGW-0763;Sim;Sim;Não;2022-08-27;2022-07-20;2011;Executivo;42;42
EXPRESSO MAIA LTDA.;01.526.219/0001-91;PQU-9822;Sim;Não;Não;2022-07-23;2022-07-20;2016;Executivo;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;APX-5D00;Sim;Sim;Não;2022-10-27;2022-10-30;2013;Semileito;56;56
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;APX-5E00;Sim;Sim;Não;2022-10-28;2022-10-30;2013;Semileito;56;56
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;ARC-7A33;Sim;Sim;Não;2022-09-23;2022-10-30;2019;Executivo;47;47
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;ATK-4074;Sim;Sim;Não;2022-11-01;2022-10-30;2010;Executivo;44;44
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;ATK-5422;Sim;Sim;Não;2022-02-15;2022-10-30;2010;Executivo;44;44
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;ATW-4135;Sim;Sim;Não;2022-11-04;2022-10-30;2011;Executivo;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;ATW-4302;Sim;Sim;Não;2022-10-21;2022-10-30;2011;Convencional;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;ATW-4622;Sim;Sim;Não;2022-10-21;2022-10-30;2011;Convencional;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;ATW-5297;Sim;Sim;Não;2022-11-04;2022-10-30;2011;Executivo;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;ATX-0268;Sim;Sim;Não;2022-11-11;2022-10-30;2011;Executivo;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AUJ-2680;Sim;Sim;Não;2022-10-28;2022-10-30;2011;Executivo;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AUL-4463;Sim;Sim;Não;2022-10-21;2022-10-30;2011;Convencional;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AUL-5756;Sim;Sim;Não;2022-02-03;2022-10-30;2011;Executivo;44;44
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AUP-0861;Sim;Sim;Não;2022-02-23;2022-10-30;2011;Convencional;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-4G69;Sim;Sim;Não;2022-10-27;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-4G72;Sim;Sim;Não;2022-11-18;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-4G73;Sim;Sim;Não;2022-11-01;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-4G74;Sim;Sim;Não;2022-11-05;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G18;Sim;Sim;Não;2022-10-27;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G20;Sim;Sim;Não;2022-12-06;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G21;Sim;Sim;Não;2022-12-07;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G23;Sim;Sim;Não;2022-11-03;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G24;Sim;Sim;Não;2022-12-01;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G25;Sim;Sim;Não;2022-11-01;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G26;Sim;Sim;Não;2022-10-28;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G27;Sim;Sim;Não;2022-10-28;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G28;Sim;Sim;Não;2022-11-10;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G29;Sim;Sim;Não;2022-11-11;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G30;Sim;Sim;Não;2022-11-08;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G32;Sim;Sim;Não;2022-11-05;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G34;Sim;Sim;Não;2022-11-08;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6G37;Sim;Sim;Não;2022-12-02;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6I13;Sim;Sim;Não;2022-10-27;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXQ-6J14;Sim;Sim;Não;2022-11-09;2022-10-30;2013;Semileito;43;43
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXR-7F14;Sim;Sim;Não;2022-12-02;2022-10-30;2013;Semileito;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXR-7F17;Sim;Sim;Não;2022-10-27;2022-10-30;2013;Semileito;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXR-7G09;Sim;Sim;Não;2022-11-09;2022-10-30;2013;Semileito;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AXR-8J14;Sim;Sim;Não;2022-10-28;2022-10-30;2013;Semileito;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYW-7085;Sim;Sim;Não;2022-02-02;2022-10-30;2014;Executivo;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYW-7087;Sim;Sim;Não;2022-02-09;2022-10-30;2014;Executivo;44;44
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYW-7092;Sim;Sim;Não;2022-02-22;2022-10-30;2014;Executivo;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYW-7127;Sim;Sim;Não;2022-09-13;2022-10-30;2014;Executivo;44;44
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYW-7133;Sim;Sim;Não;2022-09-01;2022-10-30;2014;Executivo;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYW-7134;Sim;Sim;Não;2022-02-16;2022-10-30;2014;Executivo;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYW-7137;Sim;Sim;Não;2022-02-02;2022-10-30;2014;Convencional;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYX-1357;Sim;Sim;Não;2022-09-13;2022-10-30;2014;Executivo;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYX-1358;Sim;Sim;Não;2022-02-04;2022-10-30;2014;Executivo;41;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;AYX-1359;Sim;Sim;Não;2022-02-03;2022-10-30;2014;Executivo;42;42
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BCH-7221;Sim;Sim;Não;2022-08-19;2022-10-30;2018;Executivo;47;47
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BCH-8819;Sim;Sim;Não;2022-02-02;2022-10-30;2018;Executivo;47;47
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BCI-3052;Sim;Sim;Não;2022-09-01;2022-10-30;2018;Executivo;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BCI-3970;Sim;Sim;Não;2022-08-31;2022-10-30;2018;Executivo;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BCI-9018;Sim;Sim;Não;2022-09-02;2022-10-30;2018;Executivo;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BCI-9020;Sim;Sim;Não;2022-09-01;2022-10-30;2018;Executivo;46;46
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BCJ-5213;Sim;Sim;Não;2022-02-02;2022-10-30;2018;Executivo;47;47
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BDL-2I31;Sim;Sim;Não;2022-09-27;2022-10-30;2019;Executivo;47;47
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BDL-2I32;Sim;Sim;Não;2022-09-22;2022-10-30;2019;Executivo;47;47
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BDL-3A53;Sim;Sim;Não;2022-09-16;2022-10-30;2019;Executivo;47;47
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BDL-3A54;Sim;Sim;Não;2022-09-17;2022-10-30;2019;Executivo;47;47
EXPRESSO MARINGÁ LTDA;79.111.779/0001-72;BDL-3E80;Sim;Sim;Não;2022-09-01;2022-10-30;2019;Executivo;47;47
EXPRESSO MARLY LTDA;01.026.921/0001-96;OVO-0370;Sim;Não;Não;2022-03-09;2022-02-03;2013;Executivo;46;46
EXPRESSO MARLY LTDA;01.026.921/0001-96;OVO-0371;Sim;Não;Não;2022-12-06;2022-02-03;2013;Executivo;46;46
EXPRESSO MARLY LTDA;01.026.921/0001-96;OVO-1954;Sim;Não;Não;2022-12-17;2022-02-03;2014;Executivo;46;46
EXPRESSO MARLY LTDA;01.026.921/0001-96;PBE-5068;Sim;Não;Não;2022-07-21;2022-02-03;2017;Executivo;60;62
EXPRESSO MARLY LTDA;01.026.921/0001-96;PBN-4308;Sim;Não;Não;2022-12-15;2022-02-03;2018;Semileito;46;46
EXPRESSO NORDESTE LINHAS RODOVIARIAS LTDA;76.533.777/0001-83;AUN-5975;Sim;Sim;Não;2022-10-22;2022-12-14;2011;Semileito;42;42
EXPRESSO NORDESTE LINHAS RODOVIARIAS LTDA;76.533.777/0001-83;AUN-8402;Sim;Sim;Não;2022-10-07;2022-08-22;2011;Leito;42;42
EXPRESSO NORDESTE LINHAS RODOVIARIAS LTDA;76.533.777/0001-83;AUN-8403;Sim;Sim;Não;2022-03-31;2022-08-22;2011;Leito;42;42
EXPRESSO NORDESTE LINHAS RODOVIARIAS LTDA;76.533.777/0001-83;AUQ-1226;Sim;Sim;Não;2022-08-25;2022-08-22;2011;Leito;42;42
EXPRESSO NORDESTE LINHAS RODOVIARIAS LTDA;76.533.777/0001-83;AVO-0835;Sim;Sim;Não;2022-09-22;2022-08-22;2011;Leito;42;42
EXPRESSO NORDESTE LINHAS RODOVIARIAS LTDA;76.533.777/0001-83;AVQ-7865;Sim;Sim;Não;2022-10-07;2022-08-22;2011;Leito;42;42
EXPRESSO NORDESTE LINHAS RODOVIARIAS LTDA;76.533.777/0001-83;AVQ-7868;Sim;Sim;Não;2022-09-22;2022-08-22;2011;Leito;42;42
EXPRESSO NORDESTE LINHAS RODOVIARIAS LTDA;76.533.777/0001-83;AYE-4851;Sim;Sim;Não;2022-10-07;2022-08-22;2014;Leito;43;43
EXPRESSO PRINCESA DOS CAMPOS SA;80.227.796/0001-59;AQE-3988;Sim;Sim;Não;2022-07-20;2022-09-07;2007;Leito;29;29
EXPRESSO PRINCESA DOS CAMPOS SA;80.227.796/0001-59;AQE-3997;Sim;Sim;Não;2022-09-23;2022-09-07;2007;Executivo;46;46
EXPRESSO PRINCESA DOS CAMPOS SA;80.227.796/0001-59;ARD-1104;Sim;Sim;Não;2022-11-26;2022-09-07;2009;Executivo;42;42
EXPRESSO PRINCESA DOS CAMPOS SA;80.227.796/0001-59;ARD-5036;Sim;Sim;Não;2022-12-16;2022-09-07;2009;Executivo;42;42
EXPRESSO PRINCESA DOS CAMPOS SA;80.227.796/0001-59;ARD-5064;Sim;Sim;Não;2022-12-15;2022-09-07;2009;Executivo;42;42
